,ID,Rad,U_Rad,KIC,Period,U_Period,DetectProb
0,1.01,14.212559631961582,0.2948426140004431,11446443,2.470613377,2.7e-08,0.008361510096815974
1,2.01,16.450506780918474,0.3498818126421832,10666592,2.204735417,4.3e-08,0.008963662398288549
2,3.01,4.88282061086205,0.0755018145237827,10748390,4.887803076,4.66e-07,0.00523359886814505
3,4.01,13.184877397610904,0.4217486465319223,3861595,3.849371737,2.344e-06,0.006171753520813897
4,7.01,4.013146587364272,0.097726463563076,11853905,3.2136689260000004,1.09e-06,0.006966922632656339
5,10.01,15.53289298989556,0.3608948679009602,6922244,3.522498429,1.98e-07,0.006559427511046863
6,12.01,14.355228045378794,0.3156188268797518,5812701,17.855221681,3.676e-06,0.00219508777685507
7,17.01,12.762722613163508,0.2718767192898186,10874614,3.234699282,1.1900000000000001e-07,0.006952432702132822
8,18.01,14.910673386330572,0.4309885981942004,8191672,3.548465446,1.83e-07,0.006520058643209383
9,20.01,19.45577138602719,0.4501250139511738,11804465,4.437962934,1.71e-07,0.005653670155869277
10,22.01,12.827528010876769,0.2618011996983765,9631995,7.891448838,5.06e-07,0.003804563644627619
11,41.01,2.344104966362804,0.2694100617655111,6521045,12.81590421,1.945e-05,0.0026668307036159895
12,41.02,1.346773038895584,0.0253292663614375,6521045,6.88707073,2.277e-05,0.003627130344443419
13,41.03,1.6032298202442978,0.3314814525600058,6521045,35.3331932,0.0002248,0.0009870923425501594
14,42.01,2.7635523109211864,0.0593004051545892,8866102,17.83367834,1.385e-05,0.002144099625107222
15,46.01,6.030648343819168,0.168228745569256,10905239,3.487688776,1.105e-06,0.00659647252210227
16,46.02,1.25869463150405,0.0629495052280883,10905239,6.02977241,6.264e-05,0.003809894845480611
17,49.01,3.732873037817837,0.1941836567616253,9527334,8.31377304,4.206e-05,0.0036654056326187474
18,63.01,5.8763497268324825,1.2108456362270643,11554435,9.43414171,2.136e-05,0.003396658430644836
19,64.01,10.494296975476516,0.6481506373284799,7051180,1.951082219,3.888e-06,0.009767580147428208
20,69.01,1.6344797274321334,0.0323182274688447,3544595,4.72674037,1.57e-06,0.005024041665385128
21,70.01,2.870221441383609,0.1539643499816663,6850504,10.854095934000002,4.977e-06,0.0030737790353943893
22,70.02,1.709005315067858,0.0480201906193634,6850504,3.696121272,2.394e-06,0.006051323060519382
23,70.03,2.4897745782573666,0.0734160335574918,6850504,77.6114427,0.0001536,0.0006756955337523111
24,70.04,0.8055894459011081,0.0359530130722136,6850504,6.09855603,2.536e-05,0.001678918176319216
25,70.05,0.864052610647572,0.0464357181612945,6850504,19.5776073,0.0001427,0.00040312080296086693
26,72.01,1.4596366348499952,0.042558340064445,11904151,0.837491225,3.03e-07,0.016716595413116805
27,72.02,2.304468966906257,0.0607450438180933,11904151,45.29422297,5.6e-05,0.0010300153442896346
28,75.01,10.0348775402524,0.2217179215676655,7199397,105.8817667,0.0001312,0.0005884825556956704
29,80.01,84.73147792635473,68.63717401553964,9552608,9.250572762,2.897e-06,0.0030844414371003735
30,82.01,2.4779984832682422,0.0428292785559288,10187017,16.145671932,7.44e-06,0.0023052659278169074
31,82.02,1.339701295155108,0.0248230319601053,10187017,10.31174786,1.226e-05,0.0026202168705167506
32,82.03,0.9506435622748288,0.1081762434511933,10187017,27.4536146,0.0001077,0.00036744276648315033
33,82.04,0.6307426613306486,0.1815048574217773,10187017,7.07136119,3.085e-05,0.0004975787462792661
34,82.05,0.510547278573872,0.0975989683291397,10187017,5.28691996,2.947e-05,0.00024837928076632595
35,84.01,2.284855103307163,0.0552833208295537,2571238,9.286964466,3.831e-06,0.003325849147520479
